HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"106 Hoang Quoc Viet Street Cau Giay, Hanoi Vietnam",2,60,89,,Somerset Hoa Binh,$88 ,$55 ,"$55, - ,$88","Which popular attractions are close to Somerset Hoa Binh?, ,What are some of the property amenities at Somerset Hoa Binh?, ,Which room amenities are available at Somerset Hoa Binh?, ,What food & drink options are available at Somerset Hoa Binh?, ,What are some restaurants close to Somerset Hoa Binh?, ,Are there opportunities to exercise at Somerset Hoa Binh?, ,Does Somerset Hoa Binh have airport transportation?, ,Are any cleaning services offered at Somerset Hoa Binh?, ,Does Somerset Hoa Binh offer any business services?, ,Are there any historical sites close to Somerset Hoa Binh?, ,Is Somerset Hoa Binh accessible?, ",30,143,"#203 of 1,294 hotels in Hanoi",45,40,12,Excellent,206,Modern,4,https://www.tripadvisor.com/Hotel_Review-g293924-d1025770-Reviews-Somerset_Hoa_Binh-Hanoi.html
"13B Tong Dan Trang Tien Ward, Hoan Kiem District, Hanoi Vietnam",37,100,69,Vietnamese,Grand Cititel Hanoi Hotel,$77 ,$29 ,"$29, - ,$77","Which popular attractions are close to Grand Cititel Hanoi Hotel?, ,What are some of the property amenities at Grand Cititel Hanoi Hotel?, ,What food & drink options are available at Grand Cititel Hanoi Hotel?, ,What are some restaurants close to Grand Cititel Hanoi Hotel?, ,Are there opportunities to exercise at Grand Cititel Hanoi Hotel?, ,Does Grand Cititel Hanoi Hotel have airport transportation?, ,Is Grand Cititel Hanoi Hotel located near the city center?, ,Are any cleaning services offered at Grand Cititel Hanoi Hotel?, ,Are there any historical sites close to Grand Cititel Hanoi Hotel?, ,Is Grand Cititel Hanoi Hotel accessible?, ",62,143,"#150 of 1,294 hotels in Hanoi",45,40,123,Excellent,98,"Trendy,Modern",21,https://www.tripadvisor.com/Hotel_Review-g293924-d14027887-Reviews-Grand_Cititel_Hanoi_Hotel-Hanoi.html
"34 Lan Ong Str, Hoan Kiem Dist, Hanoi 10000 Vietnam",154,97,28,,Hanoi Harmony Hotel,Hanoi,Hang My Hotel,"Hang My Hotel,Vietnam,Hanoi","Which popular attractions are close to Hanoi Harmony Hotel?, ,What are some of the property amenities at Hanoi Harmony Hotel?, ,Which room amenities are available at Hanoi Harmony Hotel?, ,What food & drink options are available at Hanoi Harmony Hotel?, ,Is parking available at Hanoi Harmony Hotel?, ,What are some restaurants close to Hanoi Harmony Hotel?, ,Does Hanoi Harmony Hotel have an airport shuttle?, ,Does Hanoi Harmony Hotel have airport transportation?, ,Is Hanoi Harmony Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Harmony Hotel?, ,Are there any historical sites close to Hanoi Harmony Hotel?, ",14,143,"#296 of 1,294 hotels in Hanoi",40,,538,Very good,20,Budget,3,https://www.tripadvisor.com/Hotel_Review-g293924-d1118271-Reviews-Hanoi_Harmony_Hotel-Hanoi.html
"No. 2 Tam Thuong, Hanoi 10000 Vietnam",166,100,25,"English, Vietnamese",Manh Dung Guest house,5,Vietnam,"Vietnam,Hanoi,5","Which popular attractions are close to Manh Dung Guest house?, ,What are some of the property amenities at Manh Dung Guest house?, ,What are some restaurants close to Manh Dung Guest house?, ,Does Manh Dung Guest house have airport transportation?, ,Is Manh Dung Guest house located near the city center?, ,Which languages are spoken by the staff at Manh Dung Guest house?, ",12,145,"#128 of 1,074 B&Bs / Inns in Hanoi",35,,510,Very good,5,Budget,1,https://www.tripadvisor.com/Hotel_Review-g293924-d302781-Reviews-Manh_Dung_Guest_house-Hanoi.html
"9A Hang Mam Street, Hoan Kiem District Hoan Kiem District, Hanoi 100000 Vietnam",134,100,66,"English, Vietnamese",Hanoi Panda Hotel,$18 ,$11 ,"$11, - ,$18","Which popular attractions are close to Hanoi Panda Hotel?, ,What are some of the property amenities at Hanoi Panda Hotel?, ,What food & drink options are available at Hanoi Panda Hotel?, ,What are some restaurants close to Hanoi Panda Hotel?, ,Does Hanoi Panda Hotel have airport transportation?, ,Is Hanoi Panda Hotel located near the city center?, ,Which languages are spoken by the staff at Hanoi Panda Hotel?, ",35,146,"#73 of 1,177 Specialty lodging in Hanoi",40,30,541,Very good,16,"Centrally Located,Budget",5,https://www.tripadvisor.com/Hotel_Review-g293924-d10630636-Reviews-Hanoi_Panda_Hotel-Hanoi.html
"46-48 Bat Su Hang Bo, Hoan Kiem, Hanoi 100000 Vietnam",127,97,67,,Grande Collection Hotel & Spa,$67 ,$38 ,"$38, - ,$67","Which popular attractions are close to Grande Collection Hotel & Spa?, ,What are some of the property amenities at Grande Collection Hotel & Spa?, ,Which room amenities are available at Grande Collection Hotel & Spa?, ,What food & drink options are available at Grande Collection Hotel & Spa?, ,Is parking available at Grande Collection Hotel & Spa?, ,What are some restaurants close to Grande Collection Hotel & Spa?, ,Does Grande Collection Hotel & Spa have an airport shuttle?, ,Does Grande Collection Hotel & Spa have airport transportation?, ,Is Grande Collection Hotel & Spa located near the city center?, ,Are any cleaning services offered at Grande Collection Hotel & Spa?, ",33,150,"#36 of 1,294 hotels in Hanoi",50,30,410,Excellent,30,Business,20,https://www.tripadvisor.com/Hotel_Review-g293924-d19139312-Reviews-Grande_Collection_Hotel_Spa-Hanoi.html
"23 Pho Au Trieu St Hoan Kiem, Hanoi 10000 Vietnam",142,100,37,,Hidden Charm Hotel,25,Vietnam,"Vietnam,Hanoi,25","Which popular attractions are close to Hidden Charm Hotel?, ,What are some of the property amenities at Hidden Charm Hotel?, ,What food & drink options are available at Hidden Charm Hotel?, ,What are some restaurants close to Hidden Charm Hotel?, ,Does Hidden Charm Hotel have an airport shuttle?, ,Does Hidden Charm Hotel have airport transportation?, ,Is Hidden Charm Hotel located near the city center?, ,Are any cleaning services offered at Hidden Charm Hotel?, ",21,151,"#266 of 1,294 hotels in Hanoi",45,,387,Excellent,25,,21,https://www.tripadvisor.com/Hotel_Review-g293924-d1687422-Reviews-Hidden_Charm_Hotel-Hanoi.html
"17A Tran Hung Dao Hoan Kiem District, Hanoi 10000 Vietnam",12,92,66,"English, French, Spanish, Thai",De Syloia Hotel,$71 ,$68 ,"$68, - ,$71","Which popular attractions are close to De Syloia Hotel?, ,What are some of the property amenities at De Syloia Hotel?, ,Which room amenities are available at De Syloia Hotel?, ,What food & drink options are available at De Syloia Hotel?, ,Is parking available at De Syloia Hotel?, ,What are some restaurants close to De Syloia Hotel?, ,Are there opportunities to exercise at De Syloia Hotel?, ,Does De Syloia Hotel have an airport shuttle?, ,Does De Syloia Hotel have airport transportation?, ,Are any cleaning services offered at De Syloia Hotel?, ,Does De Syloia Hotel offer any business services?, ",15,151,"#242 of 1,294 hotels in Hanoi",45,30,126,Excellent,33,"Classic,Quiet",10,https://www.tripadvisor.com/Hotel_Review-g293924-d309793-Reviews-De_Syloia_Hotel-Hanoi.html
"30 Lo Su Hoan Kiem, Hanoi 100000 Vietnam",93,100,71,"English, French, Vietnamese",Malo Boutique Hotel & Travel,$34 ,$10 ,"$10, - ,$34","Which popular attractions are close to Malo Boutique Hotel & Travel?, ,What are some of the property amenities at Malo Boutique Hotel & Travel?, ,Which room amenities are available at Malo Boutique Hotel & Travel?, ,What food & drink options are available at Malo Boutique Hotel & Travel?, ,What are some restaurants close to Malo Boutique Hotel & Travel?, ,Does Malo Boutique Hotel & Travel have airport transportation?, ,Is Malo Boutique Hotel & Travel located near the city center?, ,Which languages are spoken by the staff at Malo Boutique Hotel & Travel?, ,Are there any historical sites close to Malo Boutique Hotel & Travel?, ,Does Malo Boutique Hotel & Travel have any great views?, ",6,154,"#53 of 1,177 Specialty lodging in Hanoi",45,20,390,Excellent,21,Centrally Located,4,https://www.tripadvisor.com/Hotel_Review-g293924-d15619008-Reviews-Malo_Boutique_Hotel_Travel-Hanoi.html
"12 Hue Street, Hoan Kiem District, Hanoi 84 Vietnam",18,93,28,"English, French, Russian, Chinese",Camellia Boutique Hotel,$94 ,$31 ,"$31, - ,$94","Which popular attractions are close to Camellia Boutique Hotel?, ,What are some of the property amenities at Camellia Boutique Hotel?, ,What food & drink options are available at Camellia Boutique Hotel?, ,Is parking available at Camellia Boutique Hotel?, ,What are some restaurants close to Camellia Boutique Hotel?, ,Does Camellia Boutique Hotel have an airport shuttle?, ,Does Camellia Boutique Hotel have airport transportation?, ,Is Camellia Boutique Hotel located near the city center?, ,Which languages are spoken by the staff at Camellia Boutique Hotel?, ,Are there any historical sites close to Camellia Boutique Hotel?, ",28,154,"#202 of 1,294 hotels in Hanoi",45,30,153,Excellent,40,"Classic,Great View",7,https://www.tripadvisor.com/Hotel_Review-g293924-d558417-Reviews-Camellia_Boutique_Hotel-Hanoi.html
"14 Luong Van Can St Hoan Kiem Dist, Hanoi 10000 Vietnam",227,100,35,"English, French, German, Vietnamese",Hong Ngoc Tonkin Hotel,$793 ,$48 ,"$48, - ,$793","Which popular attractions are close to Hong Ngoc Tonkin Hotel?, ,What are some of the property amenities at Hong Ngoc Tonkin Hotel?, ,What food & drink options are available at Hong Ngoc Tonkin Hotel?, ,What are some restaurants close to Hong Ngoc Tonkin Hotel?, ,Does Hong Ngoc Tonkin Hotel have airport transportation?, ,Is Hong Ngoc Tonkin Hotel located near the city center?, ,Are any cleaning services offered at Hong Ngoc Tonkin Hotel?, ,Which languages are spoken by the staff at Hong Ngoc Tonkin Hotel?, ,Are there any historical sites close to Hong Ngoc Tonkin Hotel?, ,Is Hong Ngoc Tonkin Hotel accessible?, ",9,153,"#336 of 1,294 hotels in Hanoi",40,30,790,Very good,40,Centrally Located,6,https://www.tripadvisor.com/Hotel_Review-g293924-d317982-Reviews-Hong_Ngoc_Tonkin_Hotel-Hanoi.html
"32A Dao Duy Tu, Hanoi 10000 Vietnam",116,100,62,"English, French, Vietnamese",Atrium Hotel,$30 ,$14 ,"$14, - ,$30","Which popular attractions are close to Atrium Hotel?, ,What are some of the property amenities at Atrium Hotel?, ,What food & drink options are available at Atrium Hotel?, ,What are some restaurants close to Atrium Hotel?, ,Does Atrium Hotel have airport transportation?, ,Is Atrium Hotel located near the city center?, ,Are pets allowed at Atrium Hotel?, ,Which languages are spoken by the staff at Atrium Hotel?, ",22,156,"#142 of 1,074 B&Bs / Inns in Hanoi",35,30,458,Very good,18,Centrally Located,2,https://www.tripadvisor.com/Hotel_Review-g293924-d7108029-Reviews-Atrium_Hotel-Hanoi.html
"13-15 Au Trieu Street, Old Quarter Hoan Kiem District, Hanoi 10000 Vietnam",142,100,29,"English, Vietnamese",Aquarius Hanoi Hotel,$42 ,$31 ,"$31, - ,$42","Which popular attractions are close to Aquarius Hanoi Hotel?, ,What are some of the property amenities at Aquarius Hanoi Hotel?, ,Which room amenities are available at Aquarius Hanoi Hotel?, ,What food & drink options are available at Aquarius Hanoi Hotel?, ,Is parking available at Aquarius Hanoi Hotel?, ,What are some restaurants close to Aquarius Hanoi Hotel?, ,Does Aquarius Hanoi Hotel have an airport shuttle?, ,Does Aquarius Hanoi Hotel have airport transportation?, ,Is Aquarius Hanoi Hotel located near the city center?, ,Which languages are spoken by the staff at Aquarius Hanoi Hotel?, ,Are there any historical sites close to Aquarius Hanoi Hotel?, ",4,157,"#125 of 1,074 B&Bs / Inns in Hanoi",40,,383,Very good,30,Centrally Located,4,https://www.tripadvisor.com/Hotel_Review-g293924-d2068069-Reviews-Aquarius_Hanoi_Hotel-Hanoi.html
"NO. 1 Hai Tuong Lane, Ta Hien Street Hoan Kiem, Hanoi 10000 Vietnam",184,100,93,Vietnamese,Bonsella Cozy Hotel,$80 ,$39 ,"$39, - ,$80","Which popular attractions are close to Bonsella Cozy Hotel?, ,What are some of the property amenities at Bonsella Cozy Hotel?, ,What food & drink options are available at Bonsella Cozy Hotel?, ,What are some restaurants close to Bonsella Cozy Hotel?, ,Does Bonsella Cozy Hotel have airport transportation?, ,Is Bonsella Cozy Hotel located near the city center?, ,Are any cleaning services offered at Bonsella Cozy Hotel?, ",35,160,"#34 of 1,294 hotels in Hanoi",50,,676,Excellent,,"Trendy,Family",4,https://www.tripadvisor.com/Hotel_Review-g293924-d17769434-Reviews-Bonsella_Cozy_Hotel-Hanoi.html
"No 21 Ma May Street Hoan Kiem, Hanoi 10000 Vietnam",125,100,30,,Green Street Hotel,30,Vietnam,"Vietnam,Hanoi,30","Which popular attractions are close to Green Street Hotel?, ,What are some of the property amenities at Green Street Hotel?, ,What food & drink options are available at Green Street Hotel?, ,Is parking available at Green Street Hotel?, ,What are some restaurants close to Green Street Hotel?, ,Does Green Street Hotel have an airport shuttle?, ,Does Green Street Hotel have airport transportation?, ,Is Green Street Hotel located near the city center?, ,Are any cleaning services offered at Green Street Hotel?, ,Are pets allowed at Green Street Hotel?, ,Are there any historical sites close to Green Street Hotel?, ",14,161,"#95 of 1,074 B&Bs / Inns in Hanoi",40,25,509,Very good,30,"Budget,Centrally Located",5,https://www.tripadvisor.com/Hotel_Review-g293924-d1876201-Reviews-Green_Street_Hotel-Hanoi.html
"Ky Son village Xuan Son Commune, Son Tay District, Hanoi 10000 Vietnam",,,160,"English, Vietnamese",Moon Garden Homestay,$64 ,$31 ,"$31, - ,$64","Which popular attractions are close to Moon Garden Homestay?, ,What are some of the property amenities at Moon Garden Homestay?, ,Which room amenities are available at Moon Garden Homestay?, ,What food & drink options are available at Moon Garden Homestay?, ,Is parking available at Moon Garden Homestay?, ,What are some restaurants close to Moon Garden Homestay?, ,Are pets allowed at Moon Garden Homestay?, ,Which languages are spoken by the staff at Moon Garden Homestay?, ,Are there any historical sites close to Moon Garden Homestay?, ",73,166,"#39 of 1,074 B&Bs / Inns in Hanoi",50,30,,Excellent,8,"Romantic,Charming",30,https://www.tripadvisor.com/Hotel_Review-g293924-d1945909-Reviews-Moon_Garden_Homestay-Hanoi.html
"No 21 Hang Dong Street, Hang Bo Ward, Hoan Kiem dist, Hanoi 10000 Vietnam",68,97,35,"English, Vietnamese",Hanoi Evergreen Hotel,$26 ,$11 ,"$11, - ,$26","Which popular attractions are close to Hanoi Evergreen Hotel?, ,What are some of the property amenities at Hanoi Evergreen Hotel?, ,Which room amenities are available at Hanoi Evergreen Hotel?, ,What are some restaurants close to Hanoi Evergreen Hotel?, ,Does Hanoi Evergreen Hotel have airport transportation?, ,Is Hanoi Evergreen Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Evergreen Hotel?, ,Which languages are spoken by the staff at Hanoi Evergreen Hotel?, ,Are there any historical sites close to Hanoi Evergreen Hotel?, ",19,169,"#117 of 1,074 B&Bs / Inns in Hanoi",35,20,333,Very good,11,"Budget,Centrally Located",4,https://www.tripadvisor.com/Hotel_Review-g293924-d4695672-Reviews-Hanoi_Evergreen_Hotel-Hanoi.html
"22 Luong Ngoc Quyen Hoan Kiem, Hanoi 10000 Vietnam",151,100,40,"English, Vietnamese",Discovery Hotel,$32 ,$12 ,"$12, - ,$32","Which popular attractions are close to Discovery Hotel?, ,What are some of the property amenities at Discovery Hotel?, ,Is parking available at Discovery Hotel?, ,What are some restaurants close to Discovery Hotel?, ,Does Discovery Hotel have an airport shuttle?, ,Does Discovery Hotel have airport transportation?, ,Is Discovery Hotel located near the city center?, ,Which languages are spoken by the staff at Discovery Hotel?, ",40,171,"#60 of 1,177 Specialty lodging in Hanoi",40,20,590,Very good,6,"Centrally Located,Budget",4,https://www.tripadvisor.com/Hotel_Review-g293924-d737386-Reviews-Discovery_Hotel-Hanoi.html
"56 Hang Dau Dong Xuan Ward, Hoan Kiem Dist., Hanoi 100000 Vietnam",23,99,50,Vietnamese,Hanoi Genial Hotel,$29 ,$16 ,"$16, - ,$29","Which popular attractions are close to Hanoi Genial Hotel?, ,What are some of the property amenities at Hanoi Genial Hotel?, ,Which room amenities are available at Hanoi Genial Hotel?, ,What food & drink options are available at Hanoi Genial Hotel?, ,Is parking available at Hanoi Genial Hotel?, ,What are some restaurants close to Hanoi Genial Hotel?, ,Does Hanoi Genial Hotel have an airport shuttle?, ,Does Hanoi Genial Hotel have airport transportation?, ,Is Hanoi Genial Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Genial Hotel?, ,Are there any historical sites close to Hanoi Genial Hotel?, ",33,171,"#18 of 1,074 B&Bs / Inns in Hanoi",50,30,129,Excellent,32,"Charming,Family",23,https://www.tripadvisor.com/Hotel_Review-g293924-d13084623-Reviews-Hanoi_Genial_Hotel-Hanoi.html
"06 Luong Ngoc Quyen Street, Hoan Kiem District, Hanoi Vietnam",137,100,126,"English, Vietnamese",Viola Royal Hotel & Spa,$109 ,$27 ,"$27, - ,$109","Which popular attractions are close to Viola Royal Hotel & Spa?, ,What are some of the property amenities at Viola Royal Hotel & Spa?, ,Which room amenities are available at Viola Royal Hotel & Spa?, ,What food & drink options are available at Viola Royal Hotel & Spa?, ,What are some restaurants close to Viola Royal Hotel & Spa?, ,Does Viola Royal Hotel & Spa have an airport shuttle?, ,Does Viola Royal Hotel & Spa have airport transportation?, ,Is Viola Royal Hotel & Spa located near the city center?, ,Are any cleaning services offered at Viola Royal Hotel & Spa?, ,Are pets allowed at Viola Royal Hotel & Spa?, ,Which languages are spoken by the staff at Viola Royal Hotel & Spa?, ",18,171,"#26 of 1,074 B&Bs / Inns in Hanoi",45,30,548,Excellent,,Charming,17,https://www.tripadvisor.com/Hotel_Review-g293924-d12275895-Reviews-Viola_Royal_Hotel_Spa-Hanoi.html
"No 254D Thuy Khue Road, Hanoi 10000 Vietnam",2,58,98,,Somerset West Lake,$76 ,$53 ,"$53, - ,$76","Which popular attractions are close to Somerset West Lake?, ,What are some of the property amenities at Somerset West Lake?, ,Which room amenities are available at Somerset West Lake?, ,What food & drink options are available at Somerset West Lake?, ,What are some restaurants close to Somerset West Lake?, ,Are there opportunities to exercise at Somerset West Lake?, ,Does Somerset West Lake have airport transportation?, ,Are any cleaning services offered at Somerset West Lake?, ,Are there any historical sites close to Somerset West Lake?, ,Does Somerset West Lake have any great views?, ",20,171,"#273 of 1,294 hotels in Hanoi",40,40,18,Very good,90,"Lake View,Quiet",8,https://www.tripadvisor.com/Hotel_Review-g293924-d652980-Reviews-Somerset_West_Lake-Hanoi.html
"D8 Giang Vo St, Ba Dinh Dist., Hanoi 10000 Vietnam",3,81,169,"English, Vietnamese",Hanoi Hotel,$128 ,$67 ,"$67, - ,$128","Which popular attractions are close to Hanoi Hotel?, ,What are some of the property amenities at Hanoi Hotel?, ,Which room amenities are available at Hanoi Hotel?, ,What food & drink options are available at Hanoi Hotel?, ,Is parking available at Hanoi Hotel?, ,What are some restaurants close to Hanoi Hotel?, ,Are there opportunities to exercise at Hanoi Hotel?, ,Does Hanoi Hotel have airport transportation?, ,Are any cleaning services offered at Hanoi Hotel?, ,Does Hanoi Hotel offer any business services?, ,Which languages are spoken by the staff at Hanoi Hotel?, ",71,171,"#299 of 1,294 hotels in Hanoi",35,40,76,Very good,218,"Lake View,Charming",46,https://www.tripadvisor.com/Hotel_Review-g293924-d1227375-Reviews-Hanoi_Hotel-Hanoi.html
"28 26, Hang Bot St, Hanoi +844 Vietnam",18,88,31,"English, French, Vietnamese",Hanoi Emotion Hotel,$72 ,$33 ,"$33, - ,$72","Which popular attractions are close to Hanoi Emotion Hotel?, ,What are some of the property amenities at Hanoi Emotion Hotel?, ,Which room amenities are available at Hanoi Emotion Hotel?, ,What food & drink options are available at Hanoi Emotion Hotel?, ,Is parking available at Hanoi Emotion Hotel?, ,What are some restaurants close to Hanoi Emotion Hotel?, ,Are there opportunities to exercise at Hanoi Emotion Hotel?, ,Does Hanoi Emotion Hotel have airport transportation?, ,Are any cleaning services offered at Hanoi Emotion Hotel?, ,Which languages are spoken by the staff at Hanoi Emotion Hotel?, ,Are there any historical sites close to Hanoi Emotion Hotel?, ",21,172,"#236 of 1,294 hotels in Hanoi",45,30,58,Excellent,40,"Classic,Mid-range",10,https://www.tripadvisor.com/Hotel_Review-g293924-d1858772-Reviews-Hanoi_Emotion_Hotel-Hanoi.html
"32 Ly Thai To Hoan Kiem, Hanoi 100000 Vietnam",51,100,72,"English, Vietnamese",7S Hotel Merci Hanoi,$43 ,$15 ,"$15, - ,$43","Which popular attractions are close to 7S Hotel Merci Hanoi?, ,What are some of the property amenities at 7S Hotel Merci Hanoi?, ,Which room amenities are available at 7S Hotel Merci Hanoi?, ,What food & drink options are available at 7S Hotel Merci Hanoi?, ,Is parking available at 7S Hotel Merci Hanoi?, ,What are some restaurants close to 7S Hotel Merci Hanoi?, ,Does 7S Hotel Merci Hanoi have airport transportation?, ,Is 7S Hotel Merci Hanoi located near the city center?, ,Are any cleaning services offered at 7S Hotel Merci Hanoi?, ,Which languages are spoken by the staff at 7S Hotel Merci Hanoi?, ",34,174,"#289 of 1,294 hotels in Hanoi",40,30,233,Very good,19,,5,https://www.tripadvisor.com/Hotel_Review-g293924-d6764553-Reviews-7S_Hotel_Merci_Hanoi-Hanoi.html
"27 Phu Doan Street, Old Quarter, Hoan Kiem District, Hanoi 10000 Vietnam",159,100,69,,Phoenix Palace Hotel,$62 ,$22 ,"$22, - ,$62","Which popular attractions are close to Phoenix Palace Hotel?, ,What are some of the property amenities at Phoenix Palace Hotel?, ,Which room amenities are available at Phoenix Palace Hotel?, ,What food & drink options are available at Phoenix Palace Hotel?, ,What are some restaurants close to Phoenix Palace Hotel?, ,Does Phoenix Palace Hotel have an airport shuttle?, ,Does Phoenix Palace Hotel have airport transportation?, ,Is Phoenix Palace Hotel located near the city center?, ,Are any cleaning services offered at Phoenix Palace Hotel?, ,Are there any historical sites close to Phoenix Palace Hotel?, ,Is Phoenix Palace Hotel accessible?, ",8,173,"#50 of 1,074 B&Bs / Inns in Hanoi",45,25,429,Excellent,26,Charming,2,https://www.tripadvisor.com/Hotel_Review-g293924-d1224867-Reviews-Phoenix_Palace_Hotel-Hanoi.html
"117 Tran Duy Hung Street, Hanoi 100000 Vietnam",3,44,181,"English, Vietnamese",Grand Plaza Hanoi Hotel,$141 ,$70 ,"$70, - ,$141","Which popular attractions are close to Grand Plaza Hanoi Hotel?, ,What are some of the property amenities at Grand Plaza Hanoi Hotel?, ,Which room amenities are available at Grand Plaza Hanoi Hotel?, ,What food & drink options are available at Grand Plaza Hanoi Hotel?, ,Is parking available at Grand Plaza Hanoi Hotel?, ,What are some restaurants close to Grand Plaza Hanoi Hotel?, ,Are there opportunities to exercise at Grand Plaza Hanoi Hotel?, ,Does Grand Plaza Hanoi Hotel have airport transportation?, ,Are any cleaning services offered at Grand Plaza Hanoi Hotel?, ,Does Grand Plaza Hanoi Hotel offer any business services?, ,Which languages are spoken by the staff at Grand Plaza Hanoi Hotel?, ",38,176,"#284 of 1,294 hotels in Hanoi",40,50,17,Very good,14,"Business,Modern",37,https://www.tripadvisor.com/Hotel_Review-g293924-d1910132-Reviews-Grand_Plaza_Hanoi_Hotel-Hanoi.html
"38 Au Trieu Street, Hoan Kiem District, Hanoi 10000 Vietnam",153,100,71,,Rising Dragon Cathedral Hotel,14,Vietnam,"Vietnam,Hanoi,14","Which popular attractions are close to Rising Dragon Cathedral Hotel?, ,What are some of the property amenities at Rising Dragon Cathedral Hotel?, ,What food & drink options are available at Rising Dragon Cathedral Hotel?, ,Is parking available at Rising Dragon Cathedral Hotel?, ,What are some restaurants close to Rising Dragon Cathedral Hotel?, ,Does Rising Dragon Cathedral Hotel have airport transportation?, ,Is Rising Dragon Cathedral Hotel located near the city center?, ,Are pets allowed at Rising Dragon Cathedral Hotel?, ",44,176,"#240 of 1,294 hotels in Hanoi",45,,399,Excellent,14,,3,https://www.tripadvisor.com/Hotel_Review-g293924-d1918658-Reviews-Rising_Dragon_Cathedral_Hotel-Hanoi.html
"13 Ngo Tram, Hoan Kiem, Hanoi Vietnam",127,100,56,"English, Vietnamese",Hanoi Centre Hostel,$31 ,$10 ,"$10, - ,$31","Which popular attractions are close to Hanoi Centre Hostel?, ,What are some of the property amenities at Hanoi Centre Hostel?, ,What food & drink options are available at Hanoi Centre Hostel?, ,Is parking available at Hanoi Centre Hostel?, ,What are some restaurants close to Hanoi Centre Hostel?, ,Are there opportunities to exercise at Hanoi Centre Hostel?, ,Does Hanoi Centre Hostel have an airport shuttle?, ,Does Hanoi Centre Hostel have airport transportation?, ,Is Hanoi Centre Hostel located near the city center?, ,Which languages are spoken by the staff at Hanoi Centre Hostel?, ,Are there any historical sites close to Hanoi Centre Hostel?, ",18,177,"#8 of 1,177 Specialty lodging in Hanoi",50,10,427,Excellent,11,"Centrally Located,Budget",14,https://www.tripadvisor.com/Hotel_Review-g293924-d12659535-Reviews-Hanoi_Centre_Hostel-Hanoi.html
"95B Hang Ga str, Hanoi 10000 Vietnam",128,98,16,,Duc Thai Hotel,9,Vietnam,"Vietnam,Hanoi,9","Which popular attractions are close to Duc Thai Hotel?, ,What are some of the property amenities at Duc Thai Hotel?, ,Which room amenities are available at Duc Thai Hotel?, ,What food & drink options are available at Duc Thai Hotel?, ,What are some restaurants close to Duc Thai Hotel?, ,Is Duc Thai Hotel located near the city center?, ,Does Duc Thai Hotel offer any business services?, ,Are there any historical sites close to Duc Thai Hotel?, ",11,178,"#259 of 1,294 hotels in Hanoi",45,20,394,Excellent,9,,1,https://www.tripadvisor.com/Hotel_Review-g293924-d641328-Reviews-Duc_Thai_Hotel-Hanoi.html
"57 Nguyen Truong To Ba Dinh District, Hanoi 10000 Vietnam",15,94,47,"English, French, Chinese, Vietnamese",Adamas Hanoi Hotel,$113 ,$34 ,"$34, - ,$113","Which popular attractions are close to Adamas Hanoi Hotel?, ,What are some of the property amenities at Adamas Hanoi Hotel?, ,Which room amenities are available at Adamas Hanoi Hotel?, ,What food & drink options are available at Adamas Hanoi Hotel?, ,Is parking available at Adamas Hanoi Hotel?, ,What are some restaurants close to Adamas Hanoi Hotel?, ,Does Adamas Hanoi Hotel have airport transportation?, ,Is Adamas Hanoi Hotel located near the city center?, ,Are any cleaning services offered at Adamas Hanoi Hotel?, ,Which languages are spoken by the staff at Adamas Hanoi Hotel?, ,Are there any historical sites close to Adamas Hanoi Hotel?, ",20,179,"#209 of 1,294 hotels in Hanoi",40,30,121,Very good,44,Charming,5,https://www.tripadvisor.com/Hotel_Review-g293924-d3351259-Reviews-Adamas_Hanoi_Hotel-Hanoi.html
"11A Hang Hanh Street, Hanoi 10000 Vietnam",220,100,54,,Madam Moon Guesthouse 2,$155 ,$139 ,"$139, - ,$155","Which popular attractions are close to Madam Moon Guesthouse 2?, ,What are some of the property amenities at Madam Moon Guesthouse 2?, ,What food & drink options are available at Madam Moon Guesthouse 2?, ,What are some restaurants close to Madam Moon Guesthouse 2?, ,Does Madam Moon Guesthouse 2 have airport transportation?, ,Is Madam Moon Guesthouse 2 located near the city center?, ,Are any cleaning services offered at Madam Moon Guesthouse 2?, ,Are there any historical sites close to Madam Moon Guesthouse 2?, ,Does Madam Moon Guesthouse 2 have any great views?, ",29,180,"#77 of 1,074 B&Bs / Inns in Hanoi",45,,700,Excellent,15,"Lake View,Centrally Located",5,https://www.tripadvisor.com/Hotel_Review-g293924-d5848832-Reviews-Madam_Moon_Guesthouse_2-Hanoi.html
